Part #,Product Name,Retail,Dealer
47-407-1,Yamaha 1200R .5MM Piston Kit,108.95,65.35
47-408-0,Yamaha FX 140 Standard Piston and Ring Kit,109.95,65.95
47-409-0,Yamaha 1300PV / Non PV Standard Piston Kit,109.95,65.95
47-411-0,Yamaha FX HO/VX 110 Standard Piston and Ring Kit,109.95,65.95
47-411-1,Yamaha FX HO/VX 110 .5mm over Piston and Ring Kit,109.95,65.95
47-411-2,Yamaha FX HO/VX 110 1mm over Piston and Ring Kit,109.95,65.95
47-415-0,Yamaha 1.8l Piston Kit (2014 and up),141.95,85.15
47-415-1,Yamaha 1050 Standard Piston Kit,141.95,85.15
47-416-0,Yamaha 1050 Standard Piston Kit                       ,108.95,65.35
47-501-0,Tigershark 640 Standard Piston Kit,109.95,65.95
47-501-2,Tigershark 640 1MM Piston Kit,109.95,65.95
47-502-0,Tigershark 770 Standard Piston Kit,109.95,65.95
47-502-2,Tigershark 770 1MM Piston Kit,109.95,65.95
47-503-0,Tigershark 900 Standard Piston Kit,114.95,68.95
47-503-2,Tigershark 900 1MM Piston Kit,114.95,68.95
47-504-0,Tigershark 1000 1MM Piston Kit,114.95,68.95
47-504-2,Tigershark 1000 1MM Piston Kit,114.95,68.95
47-600-0,Honda Non Turbo Standard Piston and Ring Set,114.95,68.95
47-601-0,Honda Turbo Standard Piston and Ring Set,114.95,68.95
47C-101,Sea-Doo 587 Piston Clip,2.0895,1.25
47C-103,Sea-Doo 657/657X Piston Clip,2.0895,1.25
47C-105,Sea-Doo 717 Piston Clip,2.0895,1.25
47C-107,Sea-Doo 787/787RFI Piston Clip,2.0895,1.25
47C-108,Sea-Doo 951 White & Silver Piston Clip,2.0895,1.25
47C-111,Sea-Doo 951DI Piston Clip,2.0895,1.25
47C-112,Sea-Doo 4-TEC. Piston Clip,2.0895,1.25
47C-113,Sea-Doo GTX 4-TEC. SC/RXP Piston Clip,2.0895,1.25
47C-202,Kawasaki 550 Piston Clip,2.0895,1.25
47C-203,Kawasaki 650 Piston Clip,2.0895,1.25
47C-205,Kawasaki 750 Piston Clip Small Pin,2.0895,1.25
47C-207,Kawasaki 750BP/1100 Piston Clip,2.0895,1.25
47C-209,Kawasaki 900 Piston Clip,2.0895,1.25
47C-211,Kawasaki Ultra 150 Piston Clip,2.0895,1.25
47C-212,Kawasaki 1100DI Piston Clip,2.0895,1.25
47C-213,Kawasaki STX 12F Piston Clip,2.0895,1.25
47C-214,Kawasaki STX 15F Piston Clip,2.0895,1.25
47C-301,Polaris650 Piston Clip,2.0895,1.25
47C-302,Polaris700/1050 Piston Clip,2.0895,1.25
47C-303,Polaris750 Piston Clip,2.0895,1.25
47C-304,Polaris780 Piston Clip,2.0895,1.25
47C-305,Polaris900 Piston clip,2.0895,1.25
47C-307,Polaris1200 Piston Clip,2.0895,1.25
47C-400,Yamaha 500 Piston Clip,2.0895,1.25
47C-401,Yamaha 650 Piston Clip,2.0895,1.25
47C-402,Yamaha 701/1100 Piston Clip,2.0895,1.25
47C-403,Yamaha 760/1200 Piston Clip,2.0895,1.25
47C-406,Yamaha 800 Piston Clip,2.0895,1.25
47C-407,Yamaha 1200R Piston Clip,2.0895,1.25
47C-408,Yamaha 4-Stroke Piston Clip,2.0895,1.25
47C-409,Yamaha 1300PV Piston Clip,2.0895,1.25
47C-411,Yamaha FX HO/VX 110 Piston Clip,2.0895,1.25
47C-412,Yamaha SHO 1.8l Standard Piston Clip,2.0895,1.25
47C-501,Tigershark 640 Piston Clip,2.0895,1.25
47C-502,Tigershark 770 Piston Clip,2.0895,1.25
47C-503,Tigershark 900 Piston Clip,2.0895,1.25
47C-504,Tigershark 1000 Piston Clip,2.0895,1.25
47C-600,Honda Non Turbo Piston Clip,2.0895,1.25
47C-601,Honda Turbo Piston Clip,2.0895,1.25
47W-415,Yamaha 1.8l Piston Wire Circlip,2.0895,1.25
48-101,Sea-Doo 587 Yellow Complete Gasket Kit,79.95,47.95
48-102,Sea-Doo 587 White Complete Gasket Kit,79.95,47.95
48-103,Sea-Doo 657/657X Complete Gasket Kit,79.95,47.95
48-105,Sea-Doo 717 Complete Gasket Kit,79.95,47.95
48-107,Sea-Doo 787 Complete Gasket Kit,79.95,47.95
48-108,Sea-Doo 951 White Complete Gasket Kit,129.95,77.95
48-109,Sea-Doo 951 Silver Complete Gasket Kit,129.95,77.95
48-110,Sea-Doo 787 RFI Complete Gasket Kit,79.95,47.95
48-111,Sea-Doo 951 DI Complete Gasket Kit,129.95,77.95
48-112,Sea-Doo GTX 4-TEC All Complete Gasket Kit,142.95,85.75
48-115,Sea-Doo Spark Complete Gasket Kit,269.95,161.95
48-116,Sea-Doo 300 Complete Gasket Kit,163.95,98.35
48-201,Kawasaki 440 Complete Gasket Kit,65.95,39.55
48-202A,Kawasaki 550 1982-90 Complete Gasket Kit,82.54999999999998,49.5
48-202B,Kawasaki 1991-95 Reed Complete Gasket Kit,82.54999999999998,49.5
48-203,Kawasaki 650 Complete Gasket Kit,75.84999999999998,45.5
48-205,Kawasaki 750 Complete Gasket Kit,86.75,51.95
48-207,Kawasaki 750 Big Pin Complete Gasket Kit,86.75,51.95
48-209,Kawasaki 900 Complete Gasket Kit,129.95,77.95
48-210,Kawasaki 1100 Complete Gasket Kit,142.75,85.65
48-211,Kawasaki Ultra 150 Complete Gasket Kit,185.65,111.35
48-213,Kawasaki 4-Stroke STX 12F/15F Complete Gasket Kit,195.95,117.55
48-216,Kawasaki 300X/310X Complete Gasket Kit,229.95,137.95
48-301,Polaris650 Complete Gasket Kit,115.45,69.25
48-302,Polaris700 Complete Gasket Kit,76.95,46.15
48-303,Polaris750 Complete Gasket Kit,115.45,69.25
48-304,Polaris780 Complete Gasket Kit,115.45,69.25
48-305,Polaris900 Complete Gasket Kit,86.75,52.05
48-306,Polaris1050 Complete Gasket Kit,86.75,52.05
48-307,Polaris1200 Complete Gasket Kit,86.75,52.05
48-308,Polaris1200 FFI Complete Gasket Kit,135.95,81.54999999999998
48-309,PolarisMSX 140 Complete Gasket Kit,135.95,81.54999999999998
48-310,Polaris777 Carb Complete Gasket Kit,86.75,52.05
48-311,Polaris800 FFI Complete Gasket Kit,86.75,52.05
48-400,Yamaha 500 Complete Gasket Kit,97.95,58.75
48-401A,Yamaha 650 Complete Gasket Kit Exc LX,98.95,59.35
48-401B,Yamaha 650 Complete Gasket Kit LX,98.95,59.35
48-402A,Yamaha 701X Complete Gasket Kit,98.95,59.35
48-402B,Yamaha 701 Complete Gasket Kit SJ & 96 Blaster,98.95,59.35
48-402C,Yamaha 701T Complete Gasket Kit,98.95,59.35
48-403,Yamaha 760 Complete Gasket Kit,129.95,77.95
48-404,Yamaha 1100 Complete Gasket Kit,151.95,91.15
48-405,Yamaha 1200 Complete Gasket Kit,173.95,104.35
48-406,Yamaha 800 Complete Gasket Kit,120.95,72.54999999999998
48-407A,Yamaha 1200R 1999-2000 Complete Gasket Kit,214.95,128.95
48-407B,Yamaha 1200R 2001 and up Complete Gasket Kit,214.95,128.95
48-408,Yamaha FX140 Complete Gasket Kit,185.65,111.35
48-409,Yamaha 1300PV Complete Gasket Kit,195.95,117.55
48-410,Yamaha VX 110 Complete Gasket Kit,173.95,104.35
48-411,Yamaha FX HO Complete Gasket Kit,173.95,104.35
48-412,Yamaha SHO 1.8l Complete Gasket Kit,318.95,191.35
48-412A,Yamaha SHO 1.8l Complete Gasket Kit,318.95,191.35
48-412B,Yamaha SHO 1.8l Complete Gasket Kit,318.95,191.35
48-412C,Yamaha SVHO 1.8l Complete Gasket Kit,318.95,191.35
48-413,Yamaha 1300 NPV Complete Gasket Kit,173.95,104.35
48-416,Yamaha 1050 EX Complete Gasket Kit,173.95,104.35
48-416A,Yamaha 1050 VX Complete Gasket Kit,173.95,104.35
48-501,Tigershark 640 Complete Gasket Kit                    ,83.95,50.35
48-502,Tigershark 770 Complete Gasket Kit,116.45,69.85
48-503,Tigershark 900 Complete Gasket Kit,141.55,84.9
48-504,Tigershark 1000 Complete Gasket Kit,141.55,84.9
48-600,Honda F-12/R-12 NT Complete Gasket Kit,239.95,143.95
48-601,Honda F-12/R-12 Turbo Complete Gasket Kit,239.95,143.95
49-101-0,Sea-Doo 587 Yellow & White Standard Ring Set,36.75,22.05
49-101-1,Sea-Doo 587 Yellow & White .5MM Rings,36.75,22.05
49-101-2,Sea-Doo 587 Yellow & White 1MM Rings,36.75,22.05
49-101-3,Sea-Doo 587 Yellow & White 1.5MM Rings,36.75,22.05
49-103-0,Sea-Doo 657/657X  Standard Ring Set,36.75,22.05
49-103-1,Sea-Doo 657/657X  .5MM Rings,36.75,22.05
49-103-2,Sea-Doo 657/657X  1MM Rings,36.75,22.05
49-103-3,Sea-Doo 657/657X  1.5MM Rings,36.75,22.05
49-105-0,Sea-Doo 717 Standard Ring Set,36.75,22.05
49-105-1,Sea-Doo 717 .5MM Rings,36.75,22.05
49-105-2,Sea-Doo 717 1MM Rings,36.75,22.05
49-105-3,Sea-Doo 717 1.5MM Rings,36.75,22.05
49-107-0,Sea-Doo 787/787RFI  Standard Ring Set,36.75,22.05
49-107-1,Sea-Doo 787/787RFI  .5MM Ring,36.75,22.05
49-107-2,Sea-Doo 787/787RFI  1MM Rings,36.75,22.05
49-107-3,Sea-Doo 787/787RFI  1.5MM Rings,36.75,22.05
49-108-0,Sea-Doo 951 White & Silver Standard Ring Set,36.75,22.05
49-108-1,Sea-Doo 951 White & Silver .5MM Rings,36.75,22.05
49-108-2,Sea-Doo 951 White & Silver 1MM Rings,36.75,22.05
49-108-3,Sea-Doo 951 White & Silver 1.5MM Rings,36.75,22.05
49-111-0,Sea-Doo 951 DI Ring Set Standard,36.75,22.05
49-111-1,Sea-Doo 951 DI Ring Set .5mm,36.75,22.05
49-111-2,Sea-Doo 951 DI Ring Set 1mm,36.75,22.05
49-111-3,Sea-Doo 951 DI Ring Set 1.5mm,36.75,22.05
49-112-0,Sea-Doo GTX 4-TEC Standard Ring Set,42.25,25.35
49-112-1,Sea-Doo GTX 4-TEC .5mm Ring Set,42.25,25.35
49-116-0,"Sea-Doo 300 Piston Ring Set, Standard",42.25,25.35
49-201-1,Kawasaki 440 .5MM Rings,36.75,22.05
49-201-2,Kawasaki 440 1MM Rings,36.75,22.05
49-202-0,Kawasaki 550 Standard Ring (single ring),36.75,22.05
49-202-2,Kawasaki 550 1MM Rings,36.75,22.05
49-203-0,Kawasaki 650 Standard Ring Set,36.75,22.05
49-203-2,Kawasaki 650 1.00 MM Rings,36.75,22.05
49-205-0,Kawasaki 750 / 1100 Standard Rings,36.75,22.05
49-205-1,Kawasaki 750 / 1100 .5MM Rings,36.75,22.05
49-205-2,Kawasaki 750/1100  1MM Rings,36.75,22.05
49-205-3,Kawasaki 750 / 1100 1.5MM Rings,36.75,22.05
49-208-0,Kawasaki 800 SX-R Standard Piston Ring Set,36.75,22.05
49-208-1,Kawasaki 800 SX-R .5MM Piston Ring Set,36.75,22.05
49-208-2,Kawasaki 800 SX-R 1MM Piston Ring Set,36.75,22.05
49-209-0,Kawasaki 900 Standard Ring Set,36.75,22.05
49-209-1,Kawasaki 900 .5mm Ring Set,36.75,22.05
49-209-2,Kawasaki 900 1.0MM Ring Set,36.75,22.05
49-209-3,Kawasakiaski 900 1.5mm Ring Set,36.75,22.05
49-211-0,Kawasaki 1200 Standard Ring Set,36.75,22.05
49-211-1,Kawasaki 1200 .5MM Rings,36.75,22.05
49-212-0,Kawasaki 1100 DI Standard Ring Set,36.75,22.05
49-212-1,Kawasaki 1100 DI Ring Set .5mm,36.75,22.05
49-212-2,Kawasaki 1100 DI Ring Set 1mm,36.75,22.05
49-212-3,Kawasaki 1100 DI Ring Set 1.5mm,42.25,25.35
49-213-0,"Kawasaki STX 12F, 15F Standard Ring Set",42.25,25.35
49-301-0,Polaris650 Standard Ring Set,42.25,25.35
49-301-1,Polaris650 .5MM Ring Set,42.25,25.35
49-301-2,Polaris650 1MM Ring Set,42.25,25.35
49-301-3,Polaris650 1.5MM Ring Set,36.75,22.05
49-302-0,Polaris700/1050 Standard Rings,36.75,22.05
49-302-1,Polaris700/1050 .5MM Rings,36.75,22.05
49-302-2,Polaris700/1050 1MM Rings,36.75,22.05
49-302-3,Polaris700/1050 1.5MM Rings,36.75,22.05
49-303-0,Polaris750 Standard Rings,36.75,22.05
49-303-1,Polaris750 .5MM Rings,36.75,22.05
49-303-2,Polaris750 1MM Rings,36.75,22.05
49-303-3,Polaris750 1.5MM Rings,36.75,22.05
49-304-0,Polaris780 Standard Rings,36.75,22.05
49-304-1,Polaris780 .5MM Rings,36.75,22.05
49-304-2,Polaris780 1MM Rings,36.75,22.05
49-304-3,Polaris780 1.5MM Rings,36.75,22.05
49-305-0,Polaris900 Standard Rings,36.75,22.05
49-307-0,Poalris 1200 Standard Ring Set,36.75,22.05
49-307-1,Poalris 1200 Ring Set .5mm,36.75,22.05
49-307-2,Polaris1200 Ring Set 1mm,36.75,22.05
49-307-3,Polaris1200 Ring Set 1.5mm,36.75,22.05
49-400-0,Yamaha 500 Standard Rings,36.75,22.05
49-400-2,Yamaha 500 1MM Ring Set,36.75,22.05
49-401-0,Yamaha 650 Standard Rings,36.75,22.05
49-401-2,Yamaha 650 1MM Ring Set,36.75,22.05
49-402-0,Yamaha 700/1100 Standard Ring Set,36.75,22.05
49-402-1,Yamaha 700/1100 .5MM Ring Set,36.75,22.05
49-402-2,Yamaha 700/1100 1MM Ring Set,36.75,22.05
49-402-3,Yamaha 700/1100  1.5MM Ring Set,36.75,22.05
49-406-0,Yamaha 800 Standard Ring Set,36.75,22.05
49-406-1,Yamaha 800 .5MM Ring Set,36.75,22.05
49-407-0,Yamaha 1200PV Standard Ring Set,36.75,22.05
49-407-1,Yamaha 1200PV .5MM  Ring Set,36.75,22.05
49-409-0,Yamaha 1300PV Standard Ring Set,36.75,22.05
49-411-0,"Yamaha FX HO, VX 110 standard ring",36.75,22.05
49-412-0,Yamaha SHO Std.Pistons Ring Set,36.75,22.05
49-416-0,Yamaha 1050 Standard Ring Set,31.4,18.85
49-501-0,Tigershark 640 Standard Ring Set,36.75,22.05
49-501-2,Tigershark 640 1MM Ring Set,36.75,22.05
49-502-0,Tigershark 770 Standard Rings,36.75,22.05
49-502-2,Tigershark 770 1MM Ring Set,36.75,22.05
49-503-0,Tigershark 900 Standard Rings,36.75,22.05
49-503-2,Tigershark 900 1MM Ring Set,36.75,22.05
49-504-0,Tigershark 1000 Standard Rings,36.75,22.05
49-504-2,Tigershark 1000 1MM Ring Set,36.75,22.05
49-601-0,Honda Non Turbo/Turbo Piston Rings,44.75,26.85
51-108,Sea-Doo 951 1997-2000 Exhaust Kit,24.55,14.7
51-111,Sea-Doo 951 2001 and up / 951 DI Exhaust Kit,30.5,18.3
51-201,Kawasaki 440 Exhaust Kit,24.55,14.7
51-202A,Exhaust kit Kawasaki 550 82-90,30.5,18.3
51-202B,EXHAUST KIT Kawasaki 550 90-95,30.5,18.3
51-203,Kawasaki 650 Exhaust Kit,24.55,14.7
51-205A,EXHAUST KIT Kawasaki 750,35.95,21.55
51-205C,EXHAUST KIT Kawasaki 750,35.95,21.55
51-205D,EXHAUST KIT Kawasaki 750,35.95,21.55
51-205E,EXHAUST KIT Kawasaki 750,35.95,21.55
51-205G,EXHAUST KIT Kawasaki 750,24.55,14.7
51-209A,EXHAUST KIT Kawasaki 900,24.55,14.7
51-209B,EXHAUST KIT Kawasaki 900 97/98 STX only,35.95,21.55
51-210,Kawasaki 1100 Exhaust Kit,35.95,21.55
51-211,EXHAUST KIT Kawasaki ULTRA 150,35.95,21.55
51-302,Polaris700/777/800 DI Exhaust Kit,18.0,10.8
51-303,Polaris650/750 Exhaust Kit,24.55,14.7
51-304,Polaris780 Exhaust Kit,24.55,14.7
51-306,Polaris900/1050/1200 Exhaust Kit,24.55,14.7
51-400,Yamaha 500 Exhaust Kit,49.95,29.95
51-401A,EXHAUST KIT Yamaha 650   Exc LX,30.5,18.3
51-401B,EXHAUST KIT Yamaha 650 LX,30.5,18.3
51-402A,EXHAUST KIT Yamaha 701X,30.5,18.3
51-402B,EXHAUST KIT Yamaha 701T,39.4,23.6
51-403,Yamaha 760 Exhaust Kit,35.95,21.55
51-404,Yamaha 1100 Exhaust Kit,53.4,31.95
51-405,Yamaha 1200 Exhaust Kit,59.75,35.85
51-406,Yamaha 800 Exhaust Kit,35.95,21.55
51-407,Yamaha 1200PV/1300PV Exhaust Kit,112.25,67.35
51-501,Tigershark 640 Exhaust Kit,32.75,19.65
51-502,Exhaust kit TS 770,30.5,18.3
51-503,EXHAUST KIT Tigershark 900/1000,67.85,40.7
516M07500,Wiseco - Kawasaki JS550 '82-88 ProLite STD.           ,111.25,86.09
516M07550,Wiseco - Kawasaki JS550 '82-88 ProLite 0.50mm         ,111.25,86.09
516M07600,Wiseco - Kawasaki JS550 '82-88 ProLite 1.0mm          ,111.25,86.09
516M07650,Wiseco - Kawasaki JS550 '82-88 ProLite 1.50mm         ,117.18,94.04
516M07700,Wiseco - Kawasaki JS550 '82-88 ProLite                ,117.18,94.04
52-101,Sea-Doo 587 Intake Kit,11.45,6.85
52-103,Intake kit Sea-Doo 657/ 657X,15.95,9.55
52-108,Sea-Doo 947 Intake Kit,12.6,7.55
52-202A,Intake kit Kawasaki 550 84-90,9.25,5.55
52-202C,Intake kit Kawasaki 550 91-95 Reed,15.95,9.55
52-203,Kawasaki 650 Intake Kit,18.2,10.9
52-203A,Kawasaki 650 Intake Kit,15.95,9.55
52-205A,Kawasaki 750 Intake Kit,15.95,9.55
52-205B,Kawasaki 750 Intake Kit,15.95,9.55
52-209,Kawasaki 900 Intake Kit,30.95,18.55
52-210,Kawasaki 1100 Intake Kit,36.45,21.85
52-211,Kawasaki Ultra 150 Intake Kit,42.8,25.65
52-212,1100 DI Intake kit,36.45,21.85
52-303,Polaris650/750/780 Intake Kit,25.75,15.45
52-400,Yamaha 500 Intake Kit,14.95,8.949999999999998
52-401,Yamaha 650 Intake Kit,14.95,8.949999999999998
52-402A,Yamaha 701X Intake Kit,14.95,8.949999999999998
52-402B,Yamaha 701T Intake Kit,25.75,15.45
52-403,Yamaha 760 Intake Kit,25.75,15.45
52-404,Yamaha 1100 Intake Kit,25.75,15.45
52-405,Yamaha 1200 Intake Kit,36.45,21.85
52-406,Yamaha 800 Intake Kit,25.75,15.45
52-407A,Yamaha 1200PV Intake Kit 1999-2000,36.45,21.85
52-407C,Intake Kit Yam 1200PV 2001+,30.95,18.55
52-501B,Tigershark 640 intake kit,15.95,9.55
52-502,Tigershark 770 Intake Kit,15.95,9.55
52-503A,Tigershark 900 Intake Kit,18.2,10.9
52-503B,Tigershark 900/1000 Intake Kit,15.95,9.55
53-101,Sea-Doo 587 Head O-Ring Kit,24.55,14.7
53-103,Sea-Doo All 657 Head O-Ring Kit,24.55,14.7
53-105,Sea-Doo 717 Head O-Ring Kit,24.55,14.7
53-107,Sea-Doo 787 Head O-Ring Kit,24.55,14.7
53-305,Polaris900 Head O-Ring Kit,24.55,14.7
53-306,Polaris1050/1200 Carb Head O-Ring Kit,24.55,14.7
53-308,Polaris 1200 DI Head O'Ring Kit,26.65,15.95
53-311,Polaris 800 FFI Head O'Ring Kit,24.55,14.7
53-503,Tigershark 900 / 1000 O-Ring Kit,35.8,21.45
54-112H,Sea-Doo 4 stroke Cylinder Head Rebuid Kit,598.85,357.7
54-213H,Kawasaki 4 Stroke Cylinder Head Rebuild Kit,714.85,427.3
54-408H,Yamaha 4 Stroke Cylinder Head Rebuild Kit,528.85,314.85
54-412H,Yamaha 1.8L Cylinder Head Rebuild Kit,598.85,357.7
54-600H,Honda Cylinder Head Rebuild Kit,558.85,333.5
54-601H,Honda Turbo Cylinder Head Rebuild Kit,558.85,333.5
549M07600,Wiseco - Kawasaki JS300/650 ProLite STD.              ,111.25,86.09
549M07650,Wiseco - Kawasaki JS300/650 ProLite 0.50mm            ,111.25,86.09
549M07700,Wiseco - Kawasaki JS300/650 ProLite 1.0mm             ,111.25,86.09
549M07750,Wiseco - Kawasaki JS300/650 ProLite 1.5mm             ,117.18,94.04
549M07800,Wiseco - Kawasaki JS300/650 ProLite 2.0mm             ,117.18,94.04
55-112E,Sea-Doo 4 Sroke Engine Rebuild Kit,598.85,356.85
55-113E,Sea-Doo 4 Stroke SS Engine Rebuild Kit,798.85,476.4
55-116E,Sea-Doo 300 Engine Rebuild Kit,834.85,498.2
55-213E,Kawasaki 12F Engine Rebuild Kit,708.85,421.95
55-214AE,Kawasaki STX 15F 2007 and up Engine Rebuild Kit,708.85,421.95
55-214E,Kawasaki 15F Engine Rebuild Kit,708.85,423.7
55-408E,Yamaha 4 Stroke Engine Rebuild Kit,623.85,372.5
55-410E,Yamaha VX110 Engine Rebuild Kit,623.85,372.5
55-411E,Yamaha FX HO Engine Rebuild Kit,623.85,372.5
55-412E,Yamaha 1.8L SHO Engine Rebuild Kit,779.85,464.55
55-414E,Yamaha 1.8L N/A Engine Rebuild Kit,748.85,445.5
55-415E,Yamaha 1.8L FX SVHO Engine Rebuild Kit,866.85,518.5
55-600E,Honda Engine Rebuild Kit,714.85,427.3
55-601E,Honda Turbo Engine Rebuild Kit,758.85,453.7
60-101-0,Sea-Doo 587 yellow standard top end kit,235.95,141.55
60-101-1,Sea-Doo 587 yellow .5mm top end kit,235.95,141.55
60-101-2,Sea-Doo 587 yellow 1mm top end kit,235.95,141.55
60-101-3,Sea-Doo 587 yellow 1.5mm top end kit,235.95,141.55
60-102-0,Sea-Doo 587 Standard top end kit,308.95,185.35
60-102-1,Sea-Doo 587  .5mm top end kit,308.95,185.35
60-102-2,Sea-Doo 587 1mm top end kit,308.95,185.35
60-102-3,Sea-Doo 587 1.5mm top end kit,308.95,185.35
60-103-0,Sea-Doo 657/657x Standard top end kit,308.95,185.35
60-103-1,Sea-Doo 657/657x .5mm top end kit,308.95,185.35
60-103-2,Sea-Doo 657/657x 1mm top end kit,308.95,185.35
60-103-3,Sea-Doo 657/657x  1.5mm top end kit,308.95,185.35
60-105-0,Sea-Doo 717 standard top end kit,308.95,185.35
60-105-1,Sea-Doo 717 .5mm top end kit,308.95,185.35
60-105-2,Sea-Doo 717 1mm top end kit,308.95,185.35
60-105-3,Sea-Doo 717 1.5mm top end kit,308.95,185.35
60-107-0,Sea-Doo 787 standard top end kit,308.95,185.35
60-107-1,Sea-Doo 787 .5mm top end kit,308.95,185.35
60-107-2,Sea-Doo 787 1mm top end kit,308.95,185.35
60-107-3,Sea-Doo 787 1.5mm top end kit,308.95,185.35
60-108-0,Sea-Doo 951 white standard top end kit,369.95,221.95
60-108-1,Sea-Doo 951 white .5mm top end kit,369.95,221.95
60-108-2,Sea-Doo 951 white 1mm top end kit,369.95,221.95
60-108-3,Sea-Doo 951 white 1.5mm top end kit,369.95,221.95
60-109-0,Sea-Doo 951 silver standard top end kit 1997-5 to 2000,369.95,221.95
60-109-1,Sea-Doo 951 silver .5mm top end kit 1997-5 to 2000,369.95,221.95
60-109-2,Sea-Doo 951 silver 1mm Top end kit,369.95,221.95
60-109-3,Sea-Doo 951silver 1.5mm top end kit,369.95,221.95
60-109A-0,Sea-Doo 951 silver 2001& Up standard top end kit,369.95,221.95
60-109A-1,Sea-Doo 951 silver 2001& Up .5mm top end kit,369.95,221.95
60-109A-2,Sea-Doo 951 silver 2001 & Up 1mm Top end kit,369.95,221.95
60-109A-3,Sea-Doo 951silver 2001 & Up 1.5mm top end kit,369.95,221.95
60-110-0,Sea-Doo 787 RFI standard top end kit,308.95,185.35
60-110-1,Sea-Doo 787 RFI .5mm top end kit,308.95,185.35
60-110-2,Sea-Doo 787 RFI 1mm top end kit,308.95,185.35
60-110-3,Sea-Doo 787 RFI 1.5mm top end kit,308.95,185.35
60-111-0,Sea-Doo 951 DI standard top end kit,369.95,221.95
60-111-1,Sea-Doo 951 DI 0.5mm top end kit,369.95,221.95
60-111-2,Sea-Doo 951 DI 1.0mm top end kit,369.95,221.95
60-111-3,Sea-Doo 951 DI 1.5mm top end kit,369.95,221.95
60-202A-0,Kawasaki 550A  Standard top end kit (82-90),235.95,141.55
60-202A-2,Kawasaki 550A  1mm top end kit (82-90),235.95,141.55
60-203-0,Kawasaki 650 standard top end kit,235.95,141.55
60-203-2,Kawasaki 650 1mm top end kit,235.95,141.55
60-205A-0,Kawasaki 750 Standard top end kit(92-95 SX),298.95,179.35
60-205A-1,Kawasaki 750 .5mm top end kit(92-95 SX),298.95,179.35
60-205A-2,Kawasaki 750 1mm top end kit(92-95 SX),298.95,179.35
60-205A-3,Kawasaki 750 1.5mm top end kit(92-95 SX),298.95,179.35
60-205B-0,Kawasaki 750 standard top end kit (94 XIR),298.95,179.35
60-205B-1,Kawasaki 750 .5mm top end kit (94 XIR),298.95,179.35
60-205B-2,Kawasaki 750 1mm top end kit (94 XIR),298.95,179.35
60-205B-3,Kawasaki 750 1.5mm top end kit (94 XIR),298.95,179.35
60-205C-0,"Kawasaki 750 std. top end kit(94-95 SS,ST, SSXI)",298.95,179.35
60-205C-1,"Kawasaki 750 .5mm top end kit(94-95 SS,ST, SSXI)",298.95,179.35
60-205C-2,"Kawasaki 750 1mm top end kit(94-95 SS,ST, SSXI)",298.95,179.35
60-205C-3,"Kawasaki 750 1.5mm top end kit(94-95 SS,ST, SSXI)",298.95,179.35
60-205D-0,Kawasaki 750 standard top end kit(92-93 SS),298.95,179.35
60-205D-1,Kawasaki 750 .5mm top end kit(92-93 SS),298.95,179.35
60-205D-2,Kawasaki 750 1mm top end kit(92-93 SS),298.95,179.35
60-205D-3,Kawasaki 750 1.5mm top end kit(92-93 SS),298.95,179.35
60-207A-0,"Kawasaki 750 STD top end kit 95-97 SXI,98-02 SXI PRO",308.95,185.35
60-207A-1,"Kawasaki 750 .5mm top end kit 95-97 SXI,98-02 SXI PRO",308.95,185.35
60-207A-2,"Kawasaki.750 big pin top end kit 1.0 95-97 SXI,98-02 SXI PR",308.95,185.35
60-207A-3,"Kawasaki 750 1.5mm top end kit(95-97 SXI,98-02 SXI",308.95,185.35
60-207D-0,"Kawasaki 750 standard top end kit (95 STS,96-99 SS,XI)",308.95,185.35
60-207D-1,"Kawasaki 750 .5mm top end kit (95 STS,96-99 SS,XI)",308.95,185.35
60-207D-2,"Kawasaki.750 big pin top end kit1.0mm(95 STS,96-99SS,XI)",308.95,185.35
60-207D-3,"Kawasaki 750 1.5mm top end kit(95 STS,96-99 SS,XI)",308.95,185.35
60-207F-0,"Kawasaki 750 standard top end kit(96-97 STS,98 STX)",308.95,185.35
60-207F-1,"Kawasaki 750 .5mm top end kit(96-97 STS,98 STX)",308.95,185.35
60-207F-2,"Kawasaki.750 big pin top end kit 1.0mm(96-97 STS,98 STX)",308.95,185.35
60-207F-3,"Kawasaki 750 1.5mm top end kit(96-97 STS, 98 STX)",308.95,185.35
60-207G-0,Kawasaki 750 STD top end kit(95-97 ZXI),308.95,185.35
60-207G-1,Kawasaki 750 .5mm top end kit(95-97 ZXI),308.95,185.35
60-207G-2,Kawasaki. 750 big pin top end kit 1.0mm(95-97 ZXI),308.95,185.35
60-207G-3,Kawasaki 750 1.5mm top end kit (95-97 ZXI),308.95,185.35
60-208-0,Kawasaki 800 SX-R Standard Top End Kit,321.95,192.95
60-208-1,Kawasaki 800 SX-R .5mm Top End Kit,321.95,192.95
60-208-2,Kawasaki 800 SX-R 1mm Top End Kit,321.95,192.95
60-209A-0,Kawasaki 900 standard top end kit,416.95,249.95
60-209A-1,Kawasaki 900 .5mm top end kit,416.95,249.95
60-209A-2,Kawasaki 900 1mm top end kit,416.95,249.95
60-209A-3,Kawasaki 900 1.5mm top end kit,416.95,249.95
60-209B-0,Kawasaki 900 standard top end kit 1997-1998 STX only,416.95,249.95
